GeneID,trivial_name,aux_sens,intersection,RNAseq_logFC_1h,RNAseq_logFC_6h,logFC_05h,logFC1h,logFC2h,logFC4h,logFC8h,logFC12h,logFC24h
AT4G36740,HB_ATHB40_colamp_a,FALSE,AT1G05710/AT1G05710/AT1G10480/AT1G10480/AT1G12010/AT1G12010/AT1G19220/AT1G19220/AT1G21910/AT1G21910/AT1G25560/AT1G28160/AT1G28370/AT1G28370/AT1G48420/AT1G62380/AT1G66350/AT1G66350/AT1G66350/AT1G70560/AT1G73500/AT1G74660/AT1G74660/AT1G77640/AT2G25820/AT2G25820/AT2G28160/AT2G28160/AT2G28160/AT2G31180/AT2G31180/AT2G31180/AT2G31730/AT2G33710/AT2G33710/AT2G38120/AT2G38120/AT2G38120/AT2G38120/AT2G41230/AT2G44940/AT2G44940/AT2G47520/AT3G03450/AT3G04070/AT3G04720/AT3G06490/AT3G14230/AT3G23150/AT3G50260/AT3G50480/AT3G52430/AT3G55730/AT3G59060/AT3G59060/AT3G61630/AT3G62680/AT3G62680/AT4G08040/AT4G08040/AT4G11140/AT4G11280/AT4G17490/AT4G17490/AT4G19690/AT4G20380/AT4G23750/AT4G23750/AT4G26200/AT4G27440/AT4G36900/AT4G36900/AT4G36900/AT4G37580/AT4G37770/AT4G38130/AT5G04950/AT5G04950/AT5G07580/AT5G07580/AT5G07580/AT5G10510/AT5G10510/AT5G10720/AT5G13910/AT5G13910/AT5G13910/AT5G18560/AT5G21120/AT5G25190/AT5G37260/AT5G37260/AT5G37260/AT5G39610/AT5G39610/AT5G39610/AT5G40770/AT5G44790/AT5G47220/AT5G47220/AT5G52020/AT5G55620/AT5G56080/AT5G57390/AT5G61590/AT5G61590/AT5G61890/AT5G61890/AT5G64900/AT5G64900,0,0,0,0,0,0,0,0,0
AT5G65310,HB_ATHB5_col_a,FALSE,AT1G05710/AT1G10480/AT1G12010/AT1G12010/AT1G19220/AT1G28160/AT1G28160/AT1G28370/AT1G28370/AT1G28370/AT1G62300/AT1G62380/AT1G62380/AT1G66350/AT1G66350/AT1G66350/AT1G68765/AT1G68765/AT1G70560/AT1G73500/AT1G74660/AT1G74660/AT1G77640/AT2G25820/AT2G25820/AT2G25820/AT2G26070/AT2G28160/AT2G28160/AT2G31180/AT2G31180/AT2G31730/AT2G31730/AT2G33710/AT2G33710/AT2G33710/AT2G38120/AT2G38120/AT2G41230/AT2G41230/AT2G44940/AT2G47520/AT2G47520/AT3G03450/AT3G04070/AT3G04720/AT3G08040/AT3G14230/AT3G23150/AT3G49700/AT3G50480/AT3G52430/AT3G52430/AT3G59060/AT3G59060/AT3G62680/AT4G08040/AT4G08040/AT4G11280/AT4G17490/AT4G17490/AT4G19690/AT4G20380/AT4G20380/AT4G23750/AT4G23750/AT4G23750/AT4G27440/AT4G32800/AT4G32940/AT4G32940/AT4G36900/AT4G37770/AT5G04950/AT5G04950/AT5G07580/AT5G07580/AT5G10510/AT5G10720/AT5G10720/AT5G10720/AT5G13910/AT5G13910/AT5G13910/AT5G18560/AT5G21120/AT5G25190/AT5G25190/AT5G37260/AT5G37260/AT5G39610/AT5G39610/AT5G44790/AT5G44790/AT5G44790/AT5G47220/AT5G47220/AT5G52020/AT5G56080/AT5G56080/AT5G57390/AT5G59430/AT5G61590/AT5G61590/AT5G61890/AT5G64900/AT5G64900/AT5G65510,0,0,0,0,0,0,0,0,0
AT5G65310,HB_ATHB5_colamp_a,FALSE,AT1G05710/AT1G10480/AT1G19220/AT1G21910/AT1G28160/AT1G28160/AT1G28160/AT1G28370/AT1G43160/AT1G62380/AT1G66350/AT1G66350/AT1G68765/AT1G74660/AT1G74660/AT2G25820/AT2G25820/AT2G26070/AT2G28160/AT2G31180/AT2G31180/AT2G31730/AT2G31730/AT2G33710/AT2G33710/AT2G33710/AT2G38120/AT2G38120/AT2G38120/AT2G44940/AT2G46370/AT2G47520/AT2G47520/AT3G03450/AT3G04720/AT3G08040/AT3G14230/AT3G49700/AT3G50260/AT3G52430/AT3G52430/AT3G55730/AT3G59060/AT3G59060/AT3G59060/AT3G62680/AT4G08040/AT4G08040/AT4G11140/AT4G11280/AT4G19690/AT4G20380/AT4G20380/AT4G27440/AT4G32800/AT4G32940/AT4G36900/AT4G38130/AT5G04950/AT5G04950/AT5G07580/AT5G07580/AT5G10510/AT5G10510/AT5G10720/AT5G10720/AT5G13910/AT5G13910/AT5G13910/AT5G25190/AT5G37260/AT5G37260/AT5G39610/AT5G39610/AT5G44790/AT5G47220/AT5G52020/AT5G55620/AT5G56080/AT5G56080/AT5G57390/AT5G59430/AT5G61590/AT5G61890/AT5G64900/AT5G64900/AT5G65510,0,0,0,0,0,0,0,0,0
AT5G66700,HB_ATHB53_col_a,TRUE,AT1G05710/AT1G12010/AT1G12010/AT1G19220/AT1G19220/AT1G28160/AT1G28370/AT1G28370/AT1G62300/AT1G62380/AT1G66350/AT1G66350/AT1G70560/AT1G74660/AT1G77640/AT2G25820/AT2G33710/AT2G33710/AT2G38120/AT2G38120/AT2G44940/AT2G44940/AT3G03450/AT3G04720/AT3G08040/AT3G14230/AT3G50480/AT3G62680/AT4G08040/AT4G08040/AT4G11280/AT4G11280/AT4G17490/AT4G17490/AT4G23750/AT4G23750/AT4G32800/AT4G32940/AT4G36900/AT4G37770/AT5G07580/AT5G07580/AT5G10720/AT5G10720/AT5G13910/AT5G25190/AT5G37260/AT5G37260/AT5G39610/AT5G39610/AT5G47220/AT5G57390/AT5G61590/AT5G61890/AT5G64900/AT5G64900/AT5G67300,0,0,0,0,0,0,1.299458167,2.096165894,1.899043404
AT5G66700,HB_ATHB53_colamp_a,TRUE,AT1G05710/AT1G10480/AT1G62380/AT1G77640/AT2G25820/AT2G31180/AT2G38120/AT2G44940/AT3G03450/AT3G04720/AT3G14230/AT3G55730/AT3G59060/AT4G08040/AT4G20380/AT4G23750/AT5G10510/AT5G13910/AT5G39610/AT5G52020/AT5G56080/AT5G57390,0,0,0,0,0,0,1.299458167,2.096165894,1.899043404
AT5G03790,HB_LMI1_col_a,FALSE,AT1G05710/AT1G10480/AT1G19220/AT1G21910/AT1G25560/AT1G25560/AT1G28160/AT1G28370/AT1G28370/AT1G28370/AT1G44830/AT1G62300/AT1G62380/AT1G62380/AT1G62380/AT1G66350/AT1G66350/AT1G73500/AT1G74660/AT1G74660/AT1G74660/AT1G74660/AT1G77200/AT1G77640/AT2G05520/AT2G25820/AT2G25820/AT2G25820/AT2G28160/AT2G31180/AT2G31180/AT2G33710/AT2G38120/AT2G38120/AT2G41230/AT2G41230/AT2G41230/AT2G44940/AT3G03450/AT3G04070/AT3G04720/AT3G04720/AT3G08040/AT3G14230/AT3G24500/AT3G49700/AT3G49700/AT3G50480/AT3G55730/AT3G59060/AT3G59900/AT3G62680/AT4G08040/AT4G08040/AT4G11280/AT4G11280/AT4G17490/AT4G20380/AT4G23750/AT4G23750/AT4G23750/AT4G32800/AT4G32940/AT4G36900/AT4G36900/AT4G37770/AT5G04950/AT5G04950/AT5G07580/AT5G07580/AT5G10720/AT5G10720/AT5G13910/AT5G25190/AT5G25190/AT5G39610/AT5G39610/AT5G39610/AT5G44790/AT5G47230/AT5G55620/AT5G56080/AT5G57390/AT5G61890/AT5G64900/AT5G67300/AT5G67300,0,NA,0,0,0,0,0,0,0
AT5G03790,HB_LMI1_colamp_a,FALSE,AT1G05710/AT1G10480/AT1G19220/AT1G21910/AT1G25560/AT1G28160/AT1G28360/AT1G28370/AT1G44830/AT1G48420/AT1G62300/AT1G62380/AT1G66350/AT1G66350/AT1G70560/AT1G70560/AT1G74660/AT1G74660/AT1G77200/AT1G77640/AT2G25820/AT2G25820/AT2G28160/AT2G31180/AT2G31180/AT2G33710/AT2G33710/AT2G38120/AT2G38120/AT2G44940/AT2G46370/AT2G47460/AT2G47520/AT3G03450/AT3G04070/AT3G04720/AT3G14230/AT3G23150/AT3G24500/AT3G49700/AT3G50260/AT3G52430/AT3G55730/AT3G59060/AT3G59900/AT3G61630/AT3G62680/AT4G08040/AT4G08040/AT4G11280/AT4G11280/AT4G16750/AT4G17490/AT4G20380/AT4G20380/AT4G23750/AT4G23750/AT4G27440/AT4G32940/AT4G36900/AT4G36900/AT4G36900/AT4G37770/AT4G38130/AT5G04950/AT5G04950/AT5G07580/AT5G07580/AT5G10720/AT5G13910/AT5G13910/AT5G13910/AT5G25190/AT5G37260/AT5G37260/AT5G39610/AT5G39610/AT5G39610/AT5G40770/AT5G44790/AT5G47220/AT5G47230/AT5G55620/AT5G56080/AT5G56080/AT5G57390/AT5G61590/AT5G61890/AT5G61890/AT5G64900/AT5G67300,0,NA,0,0,0,0,0,0,0
AT1G30490,HB_PHV_col_a,FALSE,AT1G05010/AT1G19220/AT1G21910/AT1G28160/AT1G28160/AT1G66350/AT1G68765/AT2G05520/AT2G33710/AT2G38120/AT2G38120/AT2G44940/AT3G14230/AT3G50260/AT4G08040/AT4G20380/AT4G23750/AT4G23750/AT5G10510/AT5G13910/AT5G13910/AT5G21120/AT5G25190/AT5G39610/AT5G39610/AT5G44790/AT5G47220/AT5G47220/AT5G47220/AT5G52020/AT5G57390/AT5G57390/AT5G59430,0,0,0,0,0,0,0,0,0
AT1G69780,Homeobox_ATHB13_col_a,TRUE,AT1G05010/AT1G05010/AT1G05710/AT1G10480/AT1G12010/AT1G19220/AT1G19220/AT1G28160/AT1G28160/AT1G28160/AT1G28370/AT1G28370/AT1G62300/AT1G62380/AT1G62380/AT1G66350/AT1G66350/AT1G68765/AT1G68765/AT1G70560/AT1G70560/AT1G74660/AT1G74660/AT1G74660/AT1G77200/AT1G77640/AT2G02710/AT2G25820/AT2G28160/AT2G28160/AT2G28160/AT2G31180/AT2G31180/AT2G31730/AT2G33710/AT2G33710/AT2G38120/AT2G38120/AT2G38120/AT2G41230/AT2G41230/AT2G44940/AT2G44940/AT2G47520/AT2G47520/AT2G47520/AT3G03450/AT3G04070/AT3G08040/AT3G08040/AT3G14230/AT3G23150/AT3G49700/AT3G49700/AT3G50260/AT3G50480/AT3G52430/AT3G55730/AT3G59060/AT3G59900/AT3G62680/AT4G05100/AT4G08040/AT4G08040/AT4G11280/AT4G11280/AT4G16750/AT4G17490/AT4G19690/AT4G20380/AT4G23750/AT4G23750/AT4G32800/AT4G32940/AT4G36900/AT4G36900/AT4G37770/AT5G04950/AT5G04950/AT5G07580/AT5G07580/AT5G10510/AT5G13910/AT5G13910/AT5G13910/AT5G25190/AT5G25190/AT5G37260/AT5G37260/AT5G39610/AT5G39610/AT5G44790/AT5G47220/AT5G47220/AT5G47230/AT5G55620/AT5G56080/AT5G57390/AT5G57390/AT5G59430/AT5G61590/AT5G61590/AT5G61890/AT5G64900/AT5G64900/AT5G65510/AT5G67300,0,0,0,0,0,-1.210389431,-1.213445706,-1.05082709,0
AT1G70920,Homeobox_ATHB18_col_a,TRUE,AT1G28160/AT2G25820/AT2G33710/AT4G32800/AT5G07580/AT5G13910/AT5G13910/AT5G44790/AT5G57390,2.03540275782266,0,0,0,0,0,0,0,0
AT1G70920,Homeobox_ATHB18_colamp_a,TRUE,AT1G05710/AT1G28160/AT1G48420/AT1G62380/AT2G25820/AT2G38120/AT3G14230/AT4G08040/AT4G17490/AT4G20380/AT4G23750/AT4G36900/AT5G07580/AT5G13910/AT5G13910/AT5G37260/AT5G44790,2.03540275782266,0,0,0,0,0,0,0,0
AT3G01220,Homeobox_ATHB20_colamp_a,FALSE,AT1G05710/AT1G19220/AT1G28160/AT1G68765/AT1G74660/AT2G25820/AT2G25820/AT2G33710/AT2G47520/AT3G04720/AT3G08040/AT3G14230/AT3G52430/AT3G59060/AT4G08040/AT4G11280/AT4G17490/AT4G32800/AT4G36900/AT5G07580/AT5G13910/AT5G13910/AT5G13910/AT5G25190/AT5G37260/AT5G39610/AT5G39610/AT5G44790/AT5G57390,0,0,0,0,0,0,0,0,0
AT2G22430,Homeobox_ATHB6_col_a,TRUE,AT1G21910/AT1G28160/AT1G74660/AT2G25820/AT2G31180/AT2G33710/AT2G38120/AT2G46370/AT3G04720/AT3G14230/AT3G59060/AT3G59060/AT3G62680/AT4G08040/AT4G17490/AT4G20380/AT4G37580/AT5G07580/AT5G10720/AT5G13910/AT5G13910/AT5G18560/AT5G25190/AT5G37260/AT5G52020/AT5G56080/AT5G57390,0,0,0,0,0,-0.496066377,0,0,0
AT2G46680,Homeobox_ATHB7_col_a,TRUE,AT1G10480/AT1G12010/AT1G28160/AT1G28370/AT1G48420/AT1G62380/AT1G68765/AT1G74660/AT1G74660/AT2G25820/AT2G25820/AT2G31180/AT2G38120/AT2G41230/AT2G44940/AT3G04720/AT3G08040/AT3G14230/AT3G49700/AT3G52430/AT4G19690/AT4G23750/AT4G36900/AT4G38130/AT5G07580/AT5G10510/AT5G10720/AT5G10720/AT5G13910/AT5G13910/AT5G25190/AT5G39610/AT5G44790/AT5G56080/AT5G64900/AT5G64900,0,0,0,0,0,-1.975759692,-1.46925839,0,0
AT5G47370,Homeobox_ecoli_HAT2_col_v31,TRUE,AT1G05710/AT1G21140/AT1G28160/AT1G28160/AT1G28370/AT1G28370/AT1G28370/AT1G48420/AT1G62380/AT1G66350/AT1G66350/AT1G70560/AT2G02710/AT2G05520/AT2G25820/AT2G33710/AT2G38120/AT3G08040/AT3G14230/AT3G25730/AT3G25730/AT3G25730/AT3G49700/AT3G49700/AT3G50260/AT4G11140/AT4G19690/AT4G32800/AT4G36900/AT5G07580/AT5G13910/AT5G13910/AT5G13910/AT5G37260/AT5G37260/AT5G37260/AT5G39610/AT5G44790/AT5G47220/AT5G59430/AT5G61590/AT5G61890,1.30736658524556,0,2.548439015,2.224897023,0,0,0,0,0
AT5G47370,Homeobox_HAT2_colamp_a,TRUE,AT1G28160/AT1G62380/AT2G38120/AT4G19690/AT4G36900/AT5G13910/AT5G13910/AT5G44790/AT5G47220/AT5G47220/AT5G61590/AT5G61890,1.30736658524556,0,2.548439015,2.224897023,0,0,0,0,0
AT3G61150,Homeobox_HDG1_col100_a,TRUE,AT1G13260/AT1G19220/AT1G21140/AT1G22810/AT1G28370/AT1G62300/AT1G70560/AT1G72360/AT1G74660/AT2G02710/AT2G05520/AT2G26070/AT2G31730/AT2G33710/AT2G33710/AT2G38120/AT2G41230/AT2G44940/AT2G44940/AT2G46370/AT2G47520/AT3G03450/AT3G23150/AT3G59060/AT3G59060/AT3G59060/AT3G59900/AT4G11140/AT4G11280/AT4G11280/AT4G17500/AT4G17500/AT4G23750/AT4G32800/AT4G36900/AT4G36900/AT4G36900/AT4G37580/AT4G37770/AT5G07580/AT5G21120/AT5G21120/AT5G37260/AT5G44030/AT5G44790/AT5G44790/AT5G47220/AT5G53290/AT5G53290,0,0,0,0,0,-0.922867658,0,0,0
AT4G04890,Homeobox_PDF2_col,TRUE,AT1G62380/AT2G33710/AT2G47460/AT3G03450/AT3G08040/AT3G14230,-2.07653148127241,0,0,0,0,0,0,0,0
AT4G18880,HSF_HSF21_col_a,TRUE,,0,0,0,0,0,-0.661892654,-0.790572999,-0.896280429,0
AT5G16820,HSF_HSF3_col_a,FALSE,,0,0,0,0,0,0,0,0,0
AT5G16820,HSF_HSF3_colamp_a,FALSE,AT1G22810/AT1G70560/AT2G38120/AT2G41230/AT2G44840/AT3G04580/AT3G14230/AT3G14230/AT3G24500/AT3G24500/AT3G50480/AT3G61630/AT4G26200/AT5G18560/AT5G40770,0,0,0,0,0,0,0,0,0
AT5G62020,HSF_HSF6_col_a,TRUE,,0.937108789099335,0,0,0,0,0,0,0,0
AT4G11660,HSF_HSF7_col_a,FALSE,,0,0,0,0,0,0,0,0,0
AT4G11660,HSF_HSF7_colamp_a,FALSE,,0,0,0,0,0,0,0,0,0
AT3G22830,HSF_HSFA6B_col,FALSE,AT1G10480/AT1G21140/AT1G22810/AT1G68765/AT2G38120/AT2G38120/AT2G41230/AT2G44840/AT2G47460/AT2G47520/AT3G04580/AT3G04580/AT3G04580/AT3G04720/AT3G14230/AT3G14230/AT3G14230/AT3G24500/AT3G24500/AT3G24500/AT3G50480/AT3G52430/AT3G61630/AT3G61630/AT4G05100/AT4G18780/AT4G20380/AT4G26200/AT4G32940/AT4G37580/AT4G37770/AT5G02840/AT5G07580/AT5G18560/AT5G18560/AT5G37260/AT5G40770/AT5G47220/AT5G53290/AT5G56080/AT5G67300/AT1G22810/AT1G70560/AT2G38120/AT2G41230/AT3G04580/AT3G04720/AT3G14230/AT3G14230/AT3G24500/AT3G24500/AT3G50480/AT4G05100/AT5G18560/AT5G40770,0,0,0,0,0,0,0,0,0
AT3G22830,HSF_HSFA6B_colamp_a,FALSE,AT1G22810/AT1G70560/AT2G38120/AT2G41230/AT3G04580/AT3G04720/AT3G14230/AT3G14230/AT3G24500/AT3G24500/AT3G50480/AT4G05100/AT5G18560/AT5G40770,0,0,0,0,0,0,0,0,0
AT2G41690,HSF_HSFB3_colamp_a,FALSE,,0,0,0,0,0,0,0,0,0
AT3G24520,HSF_HSFC1_col_a,FALSE,AT1G70560/AT2G41230/AT2G47520/AT3G04580/AT3G16770/AT3G24500/AT3G50480/AT5G18560/AT5G40770/AT5G47230,NA,0,0,0,0,0,0,0,0
AT3G24520,HSF_HSFC1_colamp_a,FALSE,,NA,0,0,0,0,0,0,0,0
AT2G42430,LOBAS2_ASL18_col_a,TRUE,,2.12700740624351,3.142,3.064994347,2.077301822,2.163101617,1.759755456,1.279947844,0,0
AT2G42430,LOBAS2_ASL18_colamp_a,TRUE,,2.12700740624351,3.142,3.064994347,2.077301822,2.163101617,1.759755456,1.279947844,0,0
AT2G30340,LOBAS2_LBD13_colamp_a,TRUE,AT1G05710/AT1G19220/AT1G62300/AT3G16770/AT4G18450/AT5G59430,0,0,0,0,0,-0.986777864,0,-0.439853641,0
AT2G45420,LOBAS2_LBD18_col_a,TRUE,,2.74837459278693,4.719,1.870790804,0,4.078814352,4.905663177,5.12908654,4.680759668,4.077778809
AT2G45420,LOBAS2_LBD18_colamp_a,TRUE,AT1G05710/AT1G05850/AT1G36060/AT1G48420/AT1G62300/AT1G77200/AT2G25820/AT2G31180/AT2G31730/AT2G38120/AT2G44940/AT2G46370/AT3G04580/AT3G04580/AT3G08040/AT3G16770/AT4G18450/AT4G19690/AT4G20380/AT5G10720/AT5G18560/AT5G19790/AT5G55620/AT5G65510,2.74837459278693,4.719,1.870790804,0,4.078814352,4.905663177,5.12908654,4.680759668,4.077778809
AT2G45410,LOBAS2_LBD19_col_a,TRUE,AT1G05710/AT1G05850/AT1G19220/AT1G36060/AT2G31730/AT2G38120/AT2G46370/AT3G04580/AT3G04580/AT3G08040/AT3G16770/AT4G18450/AT4G19690/AT4G20380/AT5G10720/AT5G18560/AT5G19790/AT5G55620/AT5G65510,6.26528207586618,0,NA,NA,NA,NA,NA,NA,NA
AT2G45410,LOBAS2_LBD19_colamp_a,TRUE,AT1G05710/AT1G05850/AT1G19220/AT1G36060/AT1G62300/AT2G26070/AT2G31730/AT2G38120/AT2G46370/AT3G04580/AT3G04580/AT3G08040/AT3G16770/AT4G17490/AT4G18450/AT4G18780/AT4G19690/AT4G20380/AT4G20380/AT5G10720/AT5G18560/AT5G53290/AT5G55620/AT5G65510/AT5G65510/AT5G67300/AT5G67300,6.26528207586618,0,NA,NA,NA,NA,NA,NA,NA
AT1G06280,LOBAS2_LBD2_col_a,FALSE,AT1G05850/AT1G10480/AT1G43160/AT1G72360/AT2G19590/AT2G44840/AT2G44940/AT2G47460/AT2G47520/AT3G16770/AT3G24500/AT4G17500/AT4G18780/AT4G20380/AT4G32800/AT5G02840/AT5G07580/AT5G53290/AT5G59430/AT5G60120/AT5G61590,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G06280,LOBAS2_LBD2_colamp_a,FALSE,AT1G10480/AT1G25560/AT1G43160/AT1G72360/AT2G44840/AT3G16770/AT3G16770/AT3G51430/AT3G52430/AT4G17490/AT4G18780/AT4G36900/AT5G07580,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT3G26620,LOBAS2_LBD23_col_a,FALSE,AT4G20380,0,NA,0,0,0,0,0,0,0
AT5G63090,LOBAS2_LOB_col_a,FALSE,,0,NA,NA,NA,NA,NA,NA,NA,NA
AT5G13790,MADS_AGL15_col_a,FALSE,,0,0,0,0,0,0,0,0,0
AT1G31140,MADS_AGL63_col_a,FALSE,AT1G12010/AT1G12010/AT1G21140/AT1G21140/AT1G22810/AT1G25560/AT1G25560/AT1G25560/AT1G36060/AT1G48420/AT1G62380/AT1G68765/AT1G70560/AT1G74840/AT1G77640/AT2G02710/AT2G05520/AT2G19590/AT2G19590/AT2G31180/AT2G31730/AT2G38120/AT2G41230/AT2G44940/AT3G03450/AT3G04580/AT3G06490/AT3G14230/AT3G24500/AT3G50260/AT3G52430/AT3G59060/AT3G59900/AT3G61630/AT4G11140/AT4G16750/AT4G16750/AT4G17500/AT4G26200/AT4G36900/AT4G36900/AT4G37770/AT4G37770/AT5G07310/AT5G19790/AT5G19790/AT5G21120/AT5G21120/AT5G21120/AT5G37260/AT5G44030/AT5G47230/AT5G52020/AT5G56080/AT5G65510/AT5G65510,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G22540,MADS_SVP_col_v3b,FALSE,AT1G12010/AT1G21140/AT1G22810/AT1G62380/AT1G62380/AT1G74840/AT2G02710/AT2G05520/AT2G19590/AT2G31180/AT2G31730/AT2G41230/AT2G44940/AT3G03450/AT3G04580/AT3G06490/AT3G15010/AT3G50060/AT3G59900/AT3G61630/AT4G08040/AT4G08040/AT4G16750/AT4G37770/AT5G19790/AT5G44030/AT5G44030/AT5G47230/AT5G52020/AT5G57390/AT5G65510/AT5G65510/AT5G67300,0,0,0,0,0,0,0,0,0
AT2G22540,MADS_SVP_colamp_v3b,FALSE,,0,0,0,0,0,0,0,0,0
AT5G23930,mTERF_AT5G23930_col_a,FALSE,AT1G28360/AT2G47520/AT3G04720/AT3G24500/AT3G51430/AT3G51430/AT4G32940/AT4G37580/AT4G38130/AT5G10520/AT5G10720/AT5G19790/AT5G61590,0,0,NA,NA,NA,NA,NA,NA,NA
AT1G74650,MYB_ATY13_col_a,FALSE,AT1G02500/AT1G18570/AT1G21140/AT1G28360/AT1G43160/AT1G48420/AT1G62380/AT1G66350/AT2G05520/AT2G31730/AT2G46370/AT2G47460/AT2G47460/AT2G47520/AT2G47520/AT2G47520/AT3G15010/AT3G20860/AT3G49700/AT3G50060/AT3G50060/AT3G51430/AT3G61630/AT3G61630/AT4G18780/AT4G32800/AT4G36900/AT5G07580/AT5G25190/AT5G53290/AT5G55620/AT5G55620/AT5G61890,0,0,0,0,0,0,0,0,0
AT3G06490,MYB_BOS1_col_a,TRUE,AT2G31730/AT2G33710,3.01942887510746,0,2.605669767,0,2.2055473,0,0,0,0
AT5G56110,MYB_MS188_col_a,FALSE,AT1G02500/AT1G18570/AT1G18570/AT1G22810/AT1G22810/AT1G28360/AT1G43160/AT1G62380/AT2G31180/AT2G31730/AT2G33710/AT2G41230/AT2G44840/AT2G47460/AT2G47520/AT2G47520/AT3G15010/AT3G20860/AT3G49700/AT3G51430/AT4G18780/AT4G18780/AT4G19690/AT4G26200/AT4G26200/AT5G10510/AT5G10520/AT5G55620/AT5G55620/AT5G61890,0,0,0,0,0,0,0,0,0
AT5G56110,MYB_MS188_colamp_a,FALSE,AT1G02500/AT1G19220/AT1G28360/AT1G43160/AT1G62380/AT1G66350/AT2G05520/AT2G31180/AT2G31730/AT2G33710/AT2G44840/AT2G46370/AT2G47460/AT2G47460/AT2G47520/AT3G08040/AT3G15010/AT3G20860/AT3G49700/AT3G51430/AT3G59900/AT4G18780/AT4G19690/AT5G10520/AT5G44030/AT5G55620/AT5G55620/AT5G55620/AT5G61890,0,0,0,0,0,0,0,0,0
AT2G32460,MYB_MYB101_col_a,FALSE,,0,NA,0,0,0,0,0,0,0
AT2G32460,MYB_MYB101_colamp_a,FALSE,AT1G28160/AT1G28360/AT1G44830/AT1G48420/AT1G62380/AT2G28160/AT2G31730/AT2G44840/AT2G46370/AT2G47460/AT3G16770/AT3G24500/AT3G50060/AT3G52430/AT5G10510/AT5G10510/AT5G10520/AT5G59430/AT5G64900,0,NA,0,0,0,0,0,0,0
AT3G02940,MYB_MYB107_col_a,FALSE,AT1G02500/AT1G02500/AT1G12010/AT1G28360/AT1G36060/AT1G43160/AT1G66350/AT2G25820/AT2G31730/AT2G44840/AT2G44840/AT2G47460/AT3G15010/AT3G20860/AT3G51430/AT4G18780/AT4G18780/AT4G26200/AT4G37770/AT5G10520/AT5G55620/AT5G55620/AT5G61890/AT5G64900,0,0,0,0,0,0,0,0,0
AT3G02940,MYB_MYB107_colamp_a,FALSE,AT1G02500/AT1G62380/AT2G25820/AT2G47520/AT3G15010/AT3G20860/AT3G51430/AT4G18780/AT4G26200/AT5G10520/AT5G55620/AT5G61890,0,0,0,0,0,0,0,0,0
AT1G25340,MYB_MYB116_colamp_a,FALSE,AT1G13260/AT1G19220/AT1G19220/AT1G48420/AT1G73500/AT1G76800/AT2G31730/AT2G38120/AT2G46370/AT3G04070/AT3G08040/AT3G16770/AT4G19690/AT4G20380/AT5G10510/AT5G19790/AT5G25190/AT5G39610/AT5G61890,NA,NA,0,0,0,0,0,0,0
AT3G27785,MYB_MYB118_colamp_a,FALSE,AT1G18570/AT1G66350/AT2G26070/AT2G26070/AT3G04720/AT3G16770/AT3G20860/AT3G50060/AT3G50060/AT4G23750/AT4G37580/AT4G38130/AT5G40770,NA,NA,0,0,0,0,0,0,0
AT5G58850,MYB_MYB119_col_a,FALSE,AT1G18570/AT2G38120/AT3G04580/AT3G04720/AT3G08040/AT3G16770/AT3G20860/AT3G50060/AT3G61630/AT3G61630/AT4G23750/AT4G23750/AT4G37580/AT4G38130/AT5G04950/AT5G07310/AT5G40770/AT5G44210/AT5G47230/AT5G56080/AT5G56080/AT5G59430/AT5G59430/AT5G67300,NA,NA,0,0,0,0,0,0,0
AT5G58850,MYB_MYB119_colamp_a,FALSE,AT1G18570/AT1G66350/AT2G02710/AT2G02710/AT2G25820/AT2G26070/AT2G26070/AT2G31180/AT2G33710/AT2G38120/AT2G47460/AT3G04580/AT3G04720/AT3G08040/AT3G16770/AT3G20860/AT3G50060/AT3G50060/AT3G50260/AT3G61630/AT4G23750/AT4G23750/AT4G37580/AT4G38130/AT5G04950/AT5G07310/AT5G40770/AT5G44210/AT5G56080/AT5G56080/AT5G59430/AT5G59430/AT5G67300,NA,NA,0,0,0,0,0,0,0
AT3G30210,MYB_MYB121_col_a,TRUE,,NA,0,0,0,0,0,0.682436683,0.896381455,0
AT1G06180,MYB_MYB13_col_a,TRUE,,0.579278265439748,0,0,0,0,0,0,0,0
AT3G53200,MYB_MYB27_col_a,FALSE,AT1G19220/AT1G28360/AT2G05520/AT2G05520/AT2G33710/AT3G04070/AT3G08040/AT4G20380/AT5G61890,0,0,0,0,0,0,0,0,0
AT3G53200,MYB_MYB27_colamp_a,FALSE,AT1G19220/AT1G19220/AT1G28360/AT1G73500/AT2G05520/AT2G05520/AT2G33710/AT3G04070/AT3G08040/AT3G25190/AT4G20380/AT5G02840/AT5G61890,0,0,0,0,0,0,0,0,0
